1131,INFORMATION MANAGEMENT,CONTROL,Record destruction documentation,Records relating to the disposal of agency records through destruction.  Records may include!! but are not limited to: * relevant metadata elements (in accordance with Appendix D of the Queensland recordkeeping metadata standard and guideline) * approved core business retention and disposal schedules issued by Queensland State Archives to the agency * evidence of destruction * evidence of compliance with the QSA digitisation disposal policy.,50 years after the disposal of the related records.,2016-09-01
1132,INFORMATION MANAGEMENT,CONTROL,Recovery of lost records,Records relating to the recovery of records and their return to official custody. Records may include!! but are not limited to: * minutes or notes of meetings and correspondence with the organisation or individual who have custody * records of decisions regarding management recovery * reports of outcomes.,7 years after business action completed.,2016-09-01
1133,INFORMATION MANAGEMENT,CONTROL,Secure mail processing,Records relating to the receipt and dispatch of classified and confidential agency mail.  Records may include!! but are not limited to: * access registers.,5 years after business action completed.,2016-09-01
1134,INFORMATION MANAGEMENT,CONTROL,Retention and disposal schedule development,Records relating to the development of retention and disposal schedules for agencies. Records may include!! but are not limited to: * appraisal report * background research * consultation records.,2 years after schedule superseded.,2016-09-01
1135,INFORMATION MANAGEMENT,COPYRIGHT ADMINISTRATION,Agency copyright,Records relating to agency ownership and/or management of copyright material including: * ownership by the agency of Crown copyright  * copyright held by the agency for works created by an individual during the course of employment and how the right is to be exercised.,6 years after expiry of copyright.,2016-09-01
1136,INFORMATION MANAGEMENT,COPYRIGHT ADMINISTRATION,Copyright applications,Records relating to the management of copyright applications: * made by the agency to reproduce material where another party holds the copyright * received by the agency requesting permission to reproduce material where the agency owns the copyright. Includes applications made by!! or to!! the agency regarding the reproduction of portions of copyrighted software and the management of applications which are refused. Records may include!! but are not limited to: * copyright declaration forms * requests * approvals. ,6 years after permission expires or business action completed!! whichever is the later.,2016-09-01
1137,INFORMATION MANAGEMENT,DATA ADMINISTRATION,Data quality and integrity validation ,Records relating to the validation of data quality and integrity!! involving: * high level validations of data quality and integrity * data recovered through formal data recovery projects * data migrations (e.g. transferring data from one format to another) * specialised digital preservation treatments. Excludes digital source records which have been migrated!! routine data recovery processes (e.g. from a back-up tape or where information is restored by the end user) and the moving of data from one storage device to another (e.g. hierarchical storage management). Records may include!! but are not limited to: * high level evidence of processes  * documentation as to whether the data recovery!! data migration or digital preservation treatment was successful.  NOTE: Data quality and integrity documentation should be transferred to Queensland State Archives with any related permanent records. ,For the life of the record.,2016-09-01
1138,INFORMATION MANAGEMENT,DATA ADMINISTRATION,Control mechanisms,Records relating to the development and maintenance of application control mechanisms.  Records may include!! but are not limited to: * application data dictionaries (e.g. SQL statements) * encryption methods or algorithms * version control * authentication protocols and strategies. ,2 years after application is closed!! discontinued or superseded (through upgrade or major modification).,2016-09-01
1139,INFORMATION MANAGEMENT,DATA ADMINISTRATION,System migration,relating to the process of migrating of records between electronic systems including via:  * manual data entry  * moving disk files from one folder (or computer) to another * database insert queries * developing custom software * media refreshment _ one storage device to another. Excludes digital source records!! which have been migrated. Records may include!! but are not limited to: * strategies for migration * quality assurance checks * quality assurance framework.,1 year after data is either migrated again or destroyed.,2016-09-01
1140,INFORMATION MANAGEMENT,DATA ADMINISTRATION,Data administration - other,Records relating to the ongoing administration of data within business/software applications.  Includes the general monitoring of data integrity and all other data migration records not covered by reference 1137. Excludes digital source records!! which have been migrated. Records may include!! but are not limited to: * application logs (e.g. audit!! changes and access logs) _ which are not the only source of recordkeeping metadata or which relate to temporary value information * migration strategies * data quality testing  * data quality framework * post-incident reviews * data quality assessments.,7 years after business action completed.,2016-09-01
1267,INFORMATION MANAGEMENT,INFORMATION PRIVACY AND ACCESS,Privacy & Right to Information applications,Records relating to the management of Right to Information and Information Privacy access and amendment applications. Includes applications that are reviewed internally and/or externally and unauthorised or inappropriate disposal of records containing personal information. Also includes applications received and processed as well as those not dealt with because the applications: * have been transferred to another agency * are refused by the agency (i.e. there has been a previous application for the same documents!! it would be a substantial and unreasonable diversion of agency resources or because the documents are available for access elsewhere) * are non-compliant * are withdrawn. Records may include!! but are not limited to: * application * external review notice * investigation documents * prescribed notice of decision. NOTE: This does not refer to the original documents!! which may be subject to disposal under another class under the GRDS or another schedule approved by the State Archivist. Copies of documents provided to applicants should be maintained with the application file.,7 years after business action completed.,2016-09-01
1318,INFORMATION MANAGEMENT,INFORMATION PRIVACY AND ACCESS,Privacy & Right to Information applications - documents requested ,Original documents subject to an application for access under Right to Information or Information Privacy legislation.  NOTE: This class refers to the original documents which may be subject to disposal under another class in a retention and disposal schedule approved by the State Archivist. Copies of documents provided to applicants should be maintained with the application file.,7 years after all appeal processes have been finalised  AND  For the minimum retention period authorised in a retention and disposal schedule for the original documents. These sentences are to run concurrently.,2016-09-01
1154,INFORMATION MANAGEMENT,INFORMATION PRIVACY AND ACCESS,Administrative release of information,Records relating to information released under an administrative access scheme.  Includes disclosure logs of information previously applied for and/or released under a formal Right to Information application. Records may include!! but are not limited to: * requests for administrative release * disclosure logs  * prescribed notice of decision.,2 years after business action completed.,2016-09-01
1141,INFORMATION MANAGEMENT,PRESERVATION,Specialised preservation - permanent value records,Records relating to conservation treatments and preservation actions that in some way intrinsically change the records!! e.g. major repairs!! restoration!! salvage treatments following an incident or disaster!! treatment for pest or mould infestations etc.!! undertaken on records that have ongoing and permanent value. Includes conservation treatments provided by consultants. Records may include!! but are not limited to: * inspection and condition reports * conservation treatment plans and reports * pest/mould or fumigation certificates * details of changes made to databases during preservation!! e.g. addition of views or tables.,Permanent. Transfer details to Queensland State Archives when records are transferred.,2016-09-01
1142,INFORMATION MANAGEMENT,PRESERVATION,Specialised preservation - temporary value records,Records relating to conservation treatments and preservation actions that in some way intrinsically change the records!! e.g. major repairs!! salvage treatments following an incident or disaster!! treatment for pest or mould infestations etc.!! undertaken on temporary records. Includes conservation treatments provided by consultants. Records may include!! but are not limited to: * inspection and condition reports * conservation treatment plans and reports * pest/mould or fumigation certificates * details of changes made to databases during preservation!! e.g. addition of views or tables.,5 years after business action completed.,2016-09-01
1143,INFORMATION MANAGEMENT,PRESERVATION,Ongoing preservation measures,Records relating to ongoing preventative preservation measures for the protection of temporary and permanent records.  Includes the monitoring of lights!! temperature and humidity as well as pest control in storage areas and packaging!! etc.  Excludes system migration and records of preservation treatments on individual items or series of items. Records may include!! but are not limited to: * environmental monitoring reports * binding and rehousing.,5 years after business action completed.,2016-09-01
1147,INFORMATION MANAGEMENT,PUBLICATION ,Agency publications - significant ,Master copies of all significant agency publications.  Includes final version of agency annual report. Significant publications may include those that: * define the functions of government relating to the governmentês jurisdiction and power * have whole of government implications * generate/involve substantial community or public interest!! debate or controversy * have social!! economic!! environmental!! cultural!! scientific!! research or technical significance to the broader community * mark major anniversaries or opening of new landmark structures and/or buildings.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1148,INFORMATION MANAGEMENT,PUBLICATION ,Agency publications - other,Master copies of all other agency publications!! including agency contributions to external publications.,5 years after business action completed.,2016-09-01
1149,INFORMATION MANAGEMENT,PUBLICATION ,Production process,Records relating to the production processes to publish agency material.  Includes photo consent forms. Records may include!! but are not limited to: * graphic design * indexing * final drafts of publications  * proof-reading * printing/binding * assignment of ISBN or ISSN * preparation of source files * marking-up of document!! including applying metadata * quality assurance and testing of final HTML files * creation of master version * production of electronic media products * updating and maintaining information and websites * assignment of URL * for films and videos * production scripts * liaison with production companies.,3 years after business action completed.,2016-09-01
1155,INFORMATION MANAGEMENT,SECURITY,Security arrangements - handling and storage,Records relating to security arrangements for handling and storing records and information including:  * the use of safes and security equipment * courier and mail handling * offsite storage arrangements. Records may include!! but are not limited to: * general security classification for accessing records * classified document registers * signed employee ICT conditions of use.,5 years after arrangements superseded or business action completed!! whichever is later.,2016-09-01
1163,LEGAL SERVICES,INFRINGEMENTS,Infringements - legislation and statutory regulations ,Records relating to infringements or breaches of legislation and statutory regulations by the agency!! excluding vehicle infringements.  Includes infringements of industrial relations and intellectual property legislation. Records may include!! but are not limited to: * complaints * investigations * inspections * notices * recommendations * records of remedial action taken  * fines.,7 years after business action completed.,2016-09-01
1164,LEGAL SERVICES,INFRINGEMENTS,Vehicle infringements,Records relating to infringements of parking/traffic regulations involving vehicles used by the agency. Records may include!! but are not limited to: * parking fine * penalty infringement notice.,1 year after business action completed.,2016-09-01
1165,LEGAL SERVICES,INTELLECTUAL PROPERTY,Patents!! trademarks and designs,Patents!! trademarks and designs Records relating to the management of patents!! trademarks and designs that are administered by the agency. Records may include!! but are not limited to: * patent!! trademark or design registration.,7 years after intellectual property expires.,2016-09-01
1167,LEGAL SERVICES,INTELLECTUAL PROPERTY,Intellectual property administration,Records relating to the administration of intellectual property by the agency!! including royalties.  Includes unsuccessful or abandoned attempts to establish intellectual property rights. Records may include!! but are not limited to: * applications * examinations * renewal forms.,7 years after business action completed.,2016-09-01
1160,LEGAL SERVICES,LEGAL ADVICE,Legal advice - significant,Records relating to legal advice provided on matters!! which are of significance to the agency and/or to the wider community.  Includes matters which go to appeal and involve minors that are considered significant. Significant legal advice may include!! but is not limited to: * whole-of-government implications!! including: o set precedents either on a point of law or because of its potential significance for decision-making o require significant changes to an agencyês policies or operations o require a significant level of coordination or cooperation between different agencies o exercising of Parliamentary!! Ministerial!! Cabinet/Executive and Judiciary powers o adversely impacting another agency or contradicting a position taken by the State in another matter * the size of the claim made by or against the State * matters heard in the High Court  * involve matters or identify parties that raise legal!! political or policy issues!! which are sensitive for the State * exercise of discretionary powers of statutory office holders including the Governor-General!! Attorney-General or Solicitor-General * whether the matter involves!! relates to!! or gives rise to issues concerning: o inter-governmental or intra-governmental issues or disputes o the Constitution of Australia or the Constitution of Queensland o human rights o native title and land use!! management or tenure  o establishing!! managing and protecting Crown assets o cultural heritage o attracts or is likely to attract major public interest or controversy.  Records may include!! but are not limited to: * legal service request * briefs to the legal provider * records of ongoing discussions * revisions/drafts of instructions * legal advice.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1161,LEGAL SERVICES,LEGAL ADVICE,Legal advice - matters involving minors,Records relating to legal advice provided on potential claims or proceedings involving minors that are not considered significant. Records may include!! but are not limited to: * legal service request * briefs to the legal provider * records of ongoing discussions * revisions/drafts of instructions * legal advice.,When child reaches 27 years of age.,2016-09-01
1162,LEGAL SERVICES,LEGAL ADVICE,Legal advice - other,Records relating to all other legal advice not covered by 1160 and 1161. Records may include!! but are not limited to: * legal service request * briefs to the legal provider * records of ongoing discussions * revisions/drafts of instructions * legal advice.,10 years after business action completed.,2016-09-01
1168,LEGAL SERVICES,LEGISLATIVE DRAFTING,Legislative drafting,Records relating to the drafting of new legislation and amendments to existing legislation administered by the agency.  Includes the drafting of regulations and of legislative proposals!! which do not proceed. Records may include!! but are not limited to: * summary records of consultations and discussions with Office of the Queensland Parliamentary Counsel (OQPC) and stakeholders * explanatory notes * drafts which document significant amendments * submissions _ policy!! authority to prepare!! authority to introduce!! authority to forward significant subordinate legislation!! regulatory principles checklist!! preliminary impact assessment!! regulatory assessment statement!! significant appointments * supporting documentation.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1169,LEGAL SERVICES,LITIGATION AND PROSECUTIONS,Matters - significant,Records relating to issues!! claims or case matters!! which are of significance to the agency and/or to the wider community.  Includes matters which go to appeal and involve minors that are considered significant. Significant matters may include!! but are not limited to: * whole-of-government implications!! including: o set precedents either on a point of law or because of its potential significance for decision-making o require significant changes to an agencyês policies or operations o require a significant level of coordination or cooperation between different agencies o exercising of Parliamentary!! Ministerial!! Cabinet/Executive and Judiciary powers o adversely impacting another agency or contradicting a position taken by the State in another matter * the size of the claim made by or against the State * matters heard in the High Court * involve matters or identify parties that raise legal!! political or policy issues!! which are sensitive for the State * exercise of discretionary powers of statutory office holders including the Governor-General!! Attorney-General or Solicitor-General * the matter involves!! relates to!! or gives rise to issues concerning: o inter-governmental or intra-governmental issues or disputes o the Constitution of Australia or the Constitution of Queensland o human rights o native title and land use!! management or tenure  o establishing!! managing and protecting Crown assets o cultural heritage o attracts or is likely to attract major public interest or controversy.  Records may include!! but are not limited to: * briefs for counsel * discovery orders!! summons or subpoenas * records of consultation with the Attorney Generalês office or other organisations * records documenting compliance with court instructions.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1170,LEGAL SERVICES,LITIGATION AND PROSECUTIONS,Matters - involving minors,Records relating to issues!! claims or case matters involving minors where the matter is not significant. Records may include!! but are not limited to: * briefs for counsel * discovery orders!! summons or subpoenas * records documenting compliance with court instructions.,When child reaches 27 years of age.,2016-09-01
1171,LEGAL SERVICES,LITIGATION AND PROSECUTIONS,Matters - other,Records relating to all other issues!! claims or case matters. Includes matters which go to appeal. Records may include!! but are not limited to: * briefs for counsel * discovery orders!! summons or subpoenas * records documenting compliance with court instructions.,7 years after business action completed.,2016-09-01
1172,LEGAL SERVICES,LITIGATION AND PROSECUTIONS,Discovery orders!! summons!! subpoenas and warrants,Records relating to the management of discovery orders!! summons!! subpoenas and warrants where the agency is not a party to the litigation. Records may include!! but are not limited to: * detailed lists and copies of records found.,3 years after business action completed.,2016-09-01
1188,PROPERTY MANAGEMENT,BUILDING AND LAND MANAGEMENT,Contaminated agency property - restoration,Records relating to the restoration of contaminated agency property in accordance with the Environmental Protection Act 1994.  Includes contamination by both pollutants and waste. Records may include!! but are not limited to: * environmental impact statements * records of consultation * records of remedial action * records of environmental monitoring  * statutory licences.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1189,PROPERTY MANAGEMENT,BUILDING AND LAND MANAGEMENT,Agency property management - significant,Records relating to the management of significant agency property.  Includes the acquisition!! design!! construction!! commissioning!! conservation!! renovation!! fit-out!! inspection and disposal of significant property as well as heritage property policies and management plans.  Also includes:  * agency property developments!! which meet the criteria for significance but do not proceed * buildings which were once heritage listed but have been removed from the register. Excludes records of routine maintenance!! which does not impact on the heritage value. Significant buildings!! structures and land may include!! but are not limited to: * recognised heritage value!! e.g. included on the local government heritage list!! Heritage Register under the Queensland Heritage Act 1992!! National Trust list!! Australian Heritage Council list under the Australian Heritage Council Act 2003!! or with UNESCO on the World Heritage List * construction aroused controversy!! e.g. public protests on a large scale and/or extensive media attention * environmental value!! e.g. unique eco-friendly construction techniques * innovative value!! e.g. the structure used or pioneered non-standard construction materials and methods * cultural value!! e.g. the structure has strong or special association with the community or has high aesthetic attributes valued by the community * Aboriginal and Torres Strait Islander importance * receipt of an architectural or design award. Records may include!! but are not limited to: * acquisitions _ including investigations into and reports on the property!! environmental impact statements!! budgetary estimates!! cost benefit analyses!! approvals!! bequests!! concise written statement of the cultural heritage significance of the place * conservation _ including environmental impact statements!! applications seeking changes to heritage places!! notifications or orders from the Queensland Heritage Register!! advice and submissions given to or received from heritage bodies regarding maintenance!! repair or adaptation!! heritage agreements!! records of remedial action!! conservation management plans * construction _ including consultations!! specifications!! building plans!! project management plans!! building and development applications!! submissions!! tenders and contracts * disposal _ assessments and investigations!! valuation certificates!! details of preparation undertaken before disposal!! final!! approved versions of contracts of sale * fit-outs _ assessment of obligations regarding heritage properties!! design briefs!! notifications!! approvals!! certifications!! plans!! consultations!! equipment installation * inspections _ technical reports!! inspection reports!! actions taken to remedy problems * heritage property policies _ condition treatment reports!! conservation reports!! management plans.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1190,PROPERTY MANAGEMENT,BUILDING AND LAND MANAGEMENT,Agency property management - other,Records relating to the management of all other agency property. Includes the acquisition!! design!! construction!! commissioning!! conservation!! structural renovation and disposal of property. Excludes restoration of contaminated agency property!! routine maintenance work!! property inspections and the management of hazardous materials including asbestos. Records may include!! but are not limited to: * acquisitions _ including investigations into and reports on the property!! environmental impact statements!! budgetary estimates!! cost benefit analyses!! approvals * conservation _ including major repairs and unplanned maintenance!! which affect the structure of the building * construction _ including consultations!! specifications!! building plans!! project management plans!! building and development applications!! submissions!! tenders and contracts * disposal _ assessments and investigations!! valuation certificates!! details of preparation undertaken before disposal!! final!! approved versions of contracts of sale.,12 years after disposal of property.,2016-09-01
1191,PROPERTY MANAGEMENT,BUILDING AND LAND MANAGEMENT,Agency property - equipment and utility installation,Records relating to the installation of equipment into agency property.  Includes heating!! plumbing!! air conditioning!! security and surveillance systems!! cabling!! alarms etc.  Excludes routine maintenance of utilities and installation in significant properties. Records may include!! but are not limited to: * installation arrangements * equipment location details * maps * installation negotiations and approvals.,7 years after removal of equipment or disposal of property.,2016-09-01
1192,PROPERTY MANAGEMENT,BUILDING AND LAND MANAGEMENT,Agency property - inspections ,Records relating to inspections of agency property that are not significant.  Includes records of agency breaches of regulatory requirements. Excludes inspections of significant agency property. Records may include!! but are not limited to: * inspection certificates * technical and inspection reports * remedial actions  * infringement notices * restraint and enforcement orders.,7 years after business action completed.,2016-09-01
1193,PROPERTY MANAGEMENT,BUILDING AND LAND MANAGEMENT,Acquisition!! construction and maintenance not proceeded with,Records relating to property acquisition!! construction or maintenance that are not proceeded with. Excludes records of agency property acquisition or developments which meet the criteria for significance but do not proceed. Records may include!! but are not limited to: * legal advice * investigations into and reports on the property * environmental impact statements * budgetary estimates * cost benefit analyses * consultations * specifications * building plans * project management plans * building and development applications!! if applicable  * submissions.,7 years after business action completed.,2016-09-01
1194,PROPERTY MANAGEMENT,BUILDING AND LAND MANAGEMENT,Deeds and certificates of title,Deeds and certificates of title of property held by an agency.  Excludes land!! deed and title registers held by the Titles Registry. Records may include!! but are not limited to: * deed * certificate of title.,Return to Titles Registry on sale or transfer of property. ,2016-09-01
1195,PROPERTY MANAGEMENT,MAINTENANCE,Utilities - maintenance and repair,Records relating to the maintenance and repair of utilities owned or leased by an agency. Includes air conditioning!! lighting!! water or gas etc. Records may include!! but are not limited to: * operating and maintenance manuals * test results * service log sheets * inspection reports.,7 years after business action completed.,2016-09-01
1196,PROPERTY MANAGEMENT,MAINTENANCE,Building and energy management - monitoring,Records relating to the monitoring of building and energy management systems.  Includes water based fire safety systems. Records may include!! but are not limited to: * energy usage statements * energy management audit reports.,3 years after business action completed.,2016-09-01
1197,PROPERTY MANAGEMENT,MAINTENANCE,Routine maintenance ,Records relating to planned!! routine maintenance and repair work carried out on agency property.  Routine maintenance includes!! but is not limited to: * external/internal cleaning * pest control * testing of smoke/fire/security detection equipment/alarms * landscaping. Excludes records relating to maintenance!! which will affect the structure of the property!! utilities maintenance and office fit outs. Also excludes records relating to the use of hazardous substances. Records may include!! but are not limited to: * applications * plans * approvals * notifications * maintenance schedule and logs.,2 years after business action completed.,2016-09-01
1198,PROPERTY MANAGEMENT,OFFICE FACILITIES,Office fit outs,Records relating to the fit outs of agency property that do not affect the structure of the building.  Includes painting!! floor coverings!! furnishings!! furniture!! fittings and equipment.  Excludes fit outs of significant property. Records may include!! but are not limited to: * design briefs * notifications * approvals * certifications * plans * consultations.,7 years after business action completed.,2016-09-01
1199,PROPERTY MANAGEMENT,OFFICE FACILITIES,Office relocation,Records relating to the planning and preparation required to relocate an agencyês business operations. Records may include!! but are not limited to: * inventories * costings * approvals * arrangements with removalists.,2 years after business action completed.,2016-09-01
1200,PROPERTY MANAGEMENT,PROPERTY SECURITY ,Property access controls,Records relating to the management of access controls to secure areas within agency property. Records may include!! but are not limited to: * access registers * security data logs * issue of security passes to visitors * access permits.,5 years after arrangements have ceased or been superseded.,2016-09-01
1201,PROPERTY MANAGEMENT,PROPERTY SECURITY ,Security operations,Records relating to security operations undertaken on agency property.  Includes guard duties and patrol operations. Records may include!! but are not limited to: * security reports.,2 years after business action completed.,2016-09-01
1203,PROPERTY MANAGEMENT,WASTE MANAGEMENT,Hazardous substances - asbestos!! lead and radioactive materials,Records relating to the identification!! removal and disposal of hazardous substances (including asbestos!! lead and radioactive materials) from agency property.  Includes maintenance which requires the use of hazardous materials or substances. Records may include!! but are not limited to: * copies of building plans and design specifications * inspection reports * clearance certificate * asbestos removal control plan.,100 years after removal or disposal of hazardous substance.,2016-09-01
1204,PROPERTY MANAGEMENT,WASTE MANAGEMENT,Hazardous waste - excluding asbestos!! lead and radioactive materials,Records relating to the inspection!! removal and disposal of hazardous waste from agency property (e.g. explosives!! flammable liquids/solids!! poisons!! toxins!! ecotoxins and infectious substances). Excludes the disposal of asbestos!! lead and radioactive materials. Records may include!! but are not limited to: * hazardous chemicals stocktake form * chemical task risk assessment worksheet * storage and handling risk assessment * low risk spills-response checklist.,30 years after removal of waste.,2016-09-01
1205,PROPERTY MANAGEMENT,WASTE MANAGEMENT,Rubbish removal and recycling,Records relating to the removal and/or recycling of non-toxic rubbish including classified waste. Records may include!! but are not limited to: * approvals.,2 years after business action completed.,2016-09-01
1206,STRATEGIC MANAGEMENT,IMPLEMENTATION,Disaster recovery - significant,Records relating to the implementation of disaster recovery and business continuity plans following a major disaster or serious incident!! e.g. cyclone!! floods!! etc. Records may include!! but are not limited to: * action sheets * checklists * communication plan * disaster preparedness plan * debriefing reports * maps and diagrams * photographs * requests for assistance * communications with other authorities.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1207,STRATEGIC MANAGEMENT,IMPLEMENTATION,Disaster recovery - other,Records relating to the implementation of disaster recovery and business continuity plans following other incidents!! e.g. burst water pipe or minor fire. Records may include!! but are not limited to: * action sheets * checklists * communication plan * disaster preparedness plan * debriefing reports * requests for assistance * communications with other authorities.,7 years after business action completed.,2016-09-01
1208,STRATEGIC MANAGEMENT,IMPLEMENTATION,Government-wide policy implementation,Records relating to agency implementation of government-wide corporate policies!! standards!! guidelines and procedures. Government-wide policies include!! but are not limited to: * anti-discrimination * equal employment opportunity * right to information * code of conduct. Records may include!! but are not limited to: * signed employee declarations.,7 years after business action completed.,2016-09-01
1209,STRATEGIC MANAGEMENT,IMPLEMENTATION,Agency-wide policy implementation,Records relating to agency implementation of corporate policies!! standards!! guidelines and procedures developed by the agency.  Excludes the implementation of disaster recovery and risk management policies. Agency-wide policies include!! but are not limited to: * human resources * information management * financial management * records management. Records may include!! but are not limited to: * development plan * consultation plan * deployment plan * development proposal * registers * communication to stakeholders.,3 years after business action completed.,2016-09-01
1210,STRATEGIC MANAGEMENT,PERFORMANCE MANAGEMENT,Performance management,Records relating to the processes of identifying!! developing!! evaluating!! and improving agency performance against strategic measures. Records may include!! but are not limited to:  * statement of expectations * statement of intent * final versions of formal performance agreements * documentation of negotiations involved in setting performance expectations!! including notes from meetings.,5 years after business action completed.,2016-09-01
1211,STRATEGIC MANAGEMENT,RESTRUCTURING,Restructures - significant,Records relating to significant reviews and restructures of an entire agency or major functional sections of it.  Includes the establishment and development of a new agency structure and the sale or outsourcing of government functions. Records may include!! but are not limited to: * proposals concerning agency changes * copies of instruments giving effect to machinery of government changes!! e.g. administrative arrangements orders!! departmental arrangements notices!! etc.  * final!! approved versions of organisational charts resulting from the restructure.,Permanent. Transfer to QSA after business action completed.,2016-09-01
1212,STRATEGIC MANAGEMENT,RESTRUCTURING,Restructures - transfer arrangements,Records relating to transfer arrangements to move core functions and staff to other agencies as a result of the restructuring process.  Includes transfer of equipment!! custody/ownership of records!! personnel files!! etc. Excludes arrangements resulting from outsourcing of functions or sale of government enterprises. Records may include!! but are not limited to: * reports * transfer of assets * transfer memos. ,7 years after business action completed.,2016-09-01
1213,STRATEGIC MANAGEMENT,RESTRUCTURING,Restructures - other,Records relating to minor reviews and restructures affecting only particular sections of the agency and have little effect on the overall function of the agency.  Records may include!! but are not limited to: * proposals concerning agency changes * final!! approved versions of organisational charts resulting from the restructure.,5 years after business action completed.,2016-09-01
1214,WORK HEALTH AND SAFETY,ACCIDENTS AND INCIDENTS,Notifiable incidents,Records relating to notifiable work health and safety accidents!! incidents and complaints!! which include the death!! serious injury or illness of a person or involves a dangerous incident. Includes notifications required under legislation!! e.g. Work Health and Safety Act 2011 and the Safety in Recreational Water Activities Act 2011. Records may include!! but are not limited to: * incident records!! e.g. incident/accident report forms * inspection records * investigation reports * medical/first aid treatment records * notifications.,80 years after business action completed.,2016-09-01
1215,WORK HEALTH AND SAFETY,ACCIDENTS AND INCIDENTS,Non-notifiable incidents,Records relating to work health and safety accidents!! incidents and complaints that are not notifiable. Records may include!! but are not limited to: * incident records!! e.g. incident/accident report forms * inspection records * investigation reports * medical/first aid treatment records.,7 years after business action completed.,2016-09-01
1216,WORK HEALTH AND SAFETY,ACCIDENTS AND INCIDENTS,Accidents and incidents registers,Registers of work health and safety accidents!! incidents and complaints,80 years after business action completed.,2016-09-01
1217,WORK HEALTH AND SAFETY,COMMITTEES,Work health and safety committees,Records of proceedings of work health and safety committees. Records may include!! but are not limited to: * agendas * minutes * recommendations and resolutions * records of the establishment of the committee * briefing papers * discussion papers.,10 years after business action completed.,2016-09-01
1218,WORK HEALTH AND SAFETY,COMPLIANCE,Workplace registers - asbestos!! hazardous chemicals and hazardous substances,Registers that document the use!! presence!! handling or storage of hazardous substances by the agency. Substances may include!! but are not limited to: * chemicals * asbestos * lead * radioactive materials. Records may include!! but are not limited to: * asbestos registers (including presence and removal of asbestos) * hazardous chemicals registers * exposure of employees and contractors to hazardous substances registers.,Permanent. Retain in agency.,2016-09-01
1219,WORK HEALTH AND SAFETY,COMPLIANCE,Workplace monitoring - hazardous substances and dangerous goods ,Records relating to the monitoring of hazardous substances and dangerous goods in the workplace. Monitoring includes!! but is not limited to: * exposure of individual employees to hazardous substances * inspections to check compliance with legislation or standards * monitoring of quality and safety procedures against approved plans * registration or licensing requirements. Records may include!! but are not limited to: * reports * licence applications and renewals * security!! transport and emergency management plans.,100 years after business action completed.,2016-09-01
1220,WORK HEALTH AND SAFETY,COMPLIANCE,Health monitoring - radiation,Records relating to the personal monitoring of an employeeês exposure to radiation in accordance with the Radiation Safety Act 1999. Records may include!! but are not limited to: * results from personal radiation monitoring devices * assessments * information required to be collected and retained under legislation.,75 years from date of birth or 30 years after last assessment!! whichever is later.,2016-09-01
1221,WORK HEALTH AND SAFETY,COMPLIANCE,Health monitoring - asbestos,Records relating to the ongoing health monitoring of individuals engaged in the use!! handling or storage of asbestos in accordance with the Work Health and Safety Regulation 2011. Records may include!! but are not limited to: * health monitoring reports.,40 years after business action completed.,2016-09-01
1222,WORK HEALTH AND SAFETY,COMPLIANCE,Health monitoring - hazardous chemicals,Records relating to the ongoing health monitoring of individuals engaged in the use!! handling!! generation or storage of hazardous chemicals in accordance with the Work Health and Safety Regulation 2011. Includes health monitoring for lead. Records may include!! but are not limited to: * health monitoring reports.,30 years after business action completed.,2016-09-01
1223,WORK HEALTH AND SAFETY,COMPLIANCE,Airborne contaminants,Records relating to monitoring airborne contaminant levels. Records may include!! but are not limited to: * statistics * reports.,30 years after business action completed.,2016-09-01
1224,WORK HEALTH AND SAFETY,COMPLIANCE,Safety data sheets,Safety data sheets (SDS) prepared by the manufacturers or importers of hazardous chemicals and covering the properties and uses of substances. Previously known as Material Safety Data Sheet (MSDS).,Until data sheet superseded or until hazardous chemical disposed of.,2016-09-01
1225,WORK HEALTH AND SAFETY,INSPECTIONS,Routine inspections,Records relating to routine inspections conducted either internally or externally to identify and monitor work health and safety risks or hazards. Records may include!! but are not limited to: * complaints * inspection records * liaison records * remedial action.,7 years after business action completed.,2016-09-01
1226,WORK HEALTH AND SAFETY,POLICY,Hazardous substances and dangerous goods policies,Records relating to policies for the management of hazardous substances and dangerous goods including their use!! presence!! handling!! monitoring and storage.  Records may include!! but are not limited to: * approved policies * policy proposals * supporting reports * major drafts.,100 years after business action completed.,2016-09-01
1227,WORK HEALTH AND SAFETY,POLICY,Work health and safety policies,Records relating to work health and safety policies. Excludes policies relating to the management of hazardous substances and dangerous goods. Records may include!! but are not limited to: * approved policies * policy proposals * research papers * supporting reports * major drafts.,80 years after business action completed.,2016-09-01
1228,WORK HEALTH AND SAFETY,RISK MANAGEMENT,High risk,Records relating to risk management of work health and safety hazards where assessments include: * a risk to employees * health surveillance and/or monitoring of employees is necessary * the severity of the risk is high. Records may include!! but are not limited to: * assessment documentation * consultation records * decisions * hazard reports * plans * reviews * risk identification records.,80 years after business action completed.,2016-09-01
